id,Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
966,"Dairy, Bread & Batter","Britannia Burger Bun with Sesame Seed",15,0,4,15,100,FALSE,100
967,"Dairy, Bread & Batter","Amul Frozen Malai Paneer",75,2,6,73,200,FALSE,200
968,"Dairy, Bread & Batter","iD Natural Paneer",105,5,6,99,200,FALSE,200
969,"Dairy, Bread & Batter","Britannia Fruit Bun",17,0,3,17,100,FALSE,100
970,"Dairy, Bread & Batter","Amul Cheese - Processed Slices",122,1,6,120,200,FALSE,200
971,"Dairy, Bread & Batter","iD Curd Cup",60,0,6,60,400,FALSE,400
972,"Dairy, Bread & Batter","The Bake Shop Premium White Sandwich Bread",30,0,1,30,400,FALSE,400
973,"Dairy, Bread & Batter","Britannia Multigrain Bread ",55,0,4,55,400,FALSE,400
974,"Dairy, Bread & Batter","Amul Processed Cheese Block",106,0,6,106,200,FALSE,200
975,"Dairy, Bread & Batter","Nestle A+ Nourish Dahi",70,2,6,68,400,FALSE,400
976,"Dairy, Bread & Batter","Arden Eggs Brown",85,7,4,79,348,FALSE,6
977,"Dairy, Bread & Batter","Epigamia Misti Doi",30,0,6,30,85,FALSE,85
978,"Dairy, Bread & Batter","Amul Cheese - Block",245,2,6,240,500,FALSE,500
979,"Dairy, Bread & Batter","Amul Butter - Pasteurised (School Pack)",59,3,6,57,100,FALSE,100
980,"Dairy, Bread & Batter","Britannia Brown Bread ",42,0,4,42,400,FALSE,400
981,"Dairy, Bread & Batter","Amul Fresh Cream",197,3,3,191,1000,FALSE,1
982,"Dairy, Bread & Batter","Epigamia Natural Greek Yogurt",45,0,6,45,90,FALSE,90
983,"Dairy, Bread & Batter","The Bake Shop Pizza Base",30,0,1,30,150,FALSE,150
984,"Dairy, Bread & Batter","Amul Delicious Fat Spread - Cholesterol Free",18,5,6,17,100,FALSE,100
985,"Dairy, Bread & Batter","D'lecta Dairy Cream",54,5,6,51,200,FALSE,200
986,"Dairy, Bread & Batter","Nestle A+ Actiplus Probiotic Dahi Plain Curd",78,3,5,75,400,FALSE,400
987,"Dairy, Bread & Batter","Bio Nutrients Pure Diet Tofu Gold ",60,5,5,57,200,FALSE,200
988,"Dairy, Bread & Batter","Amul Delicious Fat Spread - Cholesterol Free",88,2,2,86,500,FALSE,500
989,"Dairy, Bread & Batter","Amul Mithai Mate Condensed Sweetened Milk",56,3,4,54,200,FALSE,200
990,"Dairy, Bread & Batter","Arden Desi Eggs",110,13,4,95,348,FALSE,6
991,"Dairy, Bread & Batter","Amul Cheese - Pepper",85,3,6,82,200,FALSE,200
992,"Dairy, Bread & Batter","Amul Cheese Spread Creamy",85,5,6,80,180,FALSE,180
993,"Dairy, Bread & Batter","The Bake Shop Foot Long",40,0,1,40,200,FALSE,200
994,"Dairy, Bread & Batter","Amul Cheese Slices",360,0,1,359,750,FALSE,750
995,"Dairy, Bread & Batter","Suguna Sharp Egg ",72,13,3,62,348,FALSE,6
996,"Dairy, Bread & Batter","Amul Cheese Sauce Mexican Salsa",75,4,1,72,200,FALSE,200
997,"Dairy, Bread & Batter","Nestle Everyday Dairy Whitener",210,0,4,210,400,FALSE,400
998,"Dairy, Bread & Batter","Amul Pizza Cheese Processed",109,4,6,104,200,FALSE,200
999,"Dairy, Bread & Batter","Betty Crocker Complete Pancake Mix Original",110,4,6,105,250,FALSE,500
1000,"Dairy, Bread & Batter","Amul Lite Spread",40,2,5,39,100,FALSE,100
