id,Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
312,"Cooking Essentials","Everest Kesari Milk Masala",205,0,2,205,50,FALSE,50
313,"Cooking Essentials","Tong Garden Salted Cocktail Nuts",295,9,5,266,160,FALSE,160
314,"Cooking Essentials","MTR Uttapam Mix",165,5,6,156,500,FALSE,500
315,"Cooking Essentials","Gits Khaman Dhokla Instant Snack Mix",65,6,6,61,180,FALSE,180
316,"Cooking Essentials","Happilo Premium 100% Natural Whole Cashews",335,29,6,235,200,FALSE,200
317,"Cooking Essentials","Everest Dry Mango Powder",80,0,5,80,100,FALSE,100
318,"Cooking Essentials","Dabur Hommade - Ginger Garlic Past Tub",110,5,6,104,400,FALSE,400
319,"Cooking Essentials","Everest Chicken Masala",147,10,6,132,200,FALSE,200
320,"Cooking Essentials","Gits Medu Vada Instant Snack Mix",90,4,6,86,200,FALSE,200
321,"Cooking Essentials","Weikfield Drinking Chocolate Powder",65,10,6,58,100,FALSE,100
322,"Cooking Essentials","Popular Essentials Regular White Lobia",70,10,6,63,500,FALSE,500
323,"Cooking Essentials","Puro Healthy Salt Crystal",135,7,6,125,1000,FALSE,1
324,"Cooking Essentials","Popular Essentials Premium Jeera Rice",140,0,5,140,1000,FALSE,1
325,"Cooking Essentials","Smith & Jones Shahi Paneer Masala Mix",44,0,6,44,60,FALSE,60
326,"Cooking Essentials","Betty Crocker Mug Treats - Chocolate Mix - Pack of 4",200,11,6,178,264,FALSE,264
327,"Cooking Essentials","Smith & Jones Pasta Masala",60,10,5,54,108,FALSE,108
328,"Cooking Essentials","Catch Black Pepper Sprinkler",100,0,1,100,50,FALSE,50
329,"Cooking Essentials","Weikfield Cooker Cake Mix - Chocolate",95,6,6,89,150,FALSE,150
330,"Cooking Essentials","ITC Master Chef Butter Chicken",75,30,6,52,80,FALSE,80
331,"Cooking Essentials","Masala Oats Masala & Coriander ",195,9,5,176,500,FALSE,500
332,"Cooking Essentials","Smith & Jones Mutter Paneer Masala",42,0,6,42,60,FALSE,60
333,"Cooking Essentials","Kitchens of India Dal Bukhara Gravy Mix",110,30,6,77,285,FALSE,285
334,"Cooking Essentials","Popular Essentials Fried Gram (Bengal Gram)",70,10,6,63,500,FALSE,500
335,"Cooking Essentials","Gits Jalebi with Maker Dessert Mix",75,16,6,63,100,FALSE,100
336,"Cooking Essentials","Popular Essentials Soya Beans ",80,6,6,75,500,FALSE,500
337,"Cooking Essentials","24 Mantra Organic Roasted Bengal Gram Dal",105,7,6,97,500,FALSE,500
338,"Cooking Essentials","Keya Italian Seasoning",109,10,6,98,35,FALSE,35
339,"Cooking Essentials","MTR Idli/Dosa/Chilly Chutney Powder",115,0,3,115,200,FALSE,200
340,"Cooking Essentials","Delight Nuts Trail Mix ",399,25,6,299,200,FALSE,200
341,"Cooking Essentials","Praakritik Organic Chilka Moong Dal",120,10,6,108,500,FALSE,500
342,"Cooking Essentials","Smith & Jones Garlic & Herbs Masala Mix",99,0,6,99,75,FALSE,75
343,"Cooking Essentials","Eastern Tamarind",63,0,6,63,200,FALSE,200
344,"Cooking Essentials","Tong Garden Wasabi Coated Greenpeas Tin",200,11,6,178,180,FALSE,180
345,"Cooking Essentials","Flying Bird Pineapple Artifical Food Essence",50,2,6,49,20,FALSE,20
346,"Cooking Essentials","Mother's Recipe Tamarind Paste",50,2,2,49,200,FALSE,200
347,"Cooking Essentials","Japanese Choice Udon Noodles",295,9,6,266,250,FALSE,250
348,"Cooking Essentials","Pantai Coconut Milk",150,0,4,150,400,FALSE,400
349,"Cooking Essentials","Praakritik Organic Masoor Dal",130,10,6,116,500,FALSE,500
350,"Cooking Essentials","Popular Essentials Classic Sona Masuri Rice",430,10,6,387,5000,FALSE,5
351,"Cooking Essentials","Popular Essentials Salted Murmure ",70,18,6,57,400,FALSE,400
352,"Cooking Essentials","Oleev Active Oil (Pouch)",265,9,6,239,1000,FALSE,1
353,"Cooking Essentials","Delight Nuts Dried Blueberries ",540,20,6,432,150,FALSE,150
354,"Cooking Essentials","Popular Essentials Double Beans White",60,10,6,54,250,FALSE,250
355,"Cooking Essentials","Delight Nuts Almond Natural ",349,20,6,279,200,FALSE,200
356,"Cooking Essentials","Praakritik Organic Jaggery",160,6,6,150,900,FALSE,900
357,"Cooking Essentials","Praakritik Organic Raw Sugar",90,6,6,84,500,FALSE,500
358,"Cooking Essentials","MTR Masala - Sambar Powder",115,0,4,115,200,FALSE,200
359,"Cooking Essentials","RRO Til Dil Premium Til Oil Bottle",173,6,6,162,500,FALSE,500
360,"Cooking Essentials","ITC Master Chef Vegetable Biryani Cooking Paste",75,30,5,52,80,FALSE,80
361,"Cooking Essentials","Jivana Jaggery",100,0,2,100,950,FALSE,950
362,"Cooking Essentials","Praakritik Organic Besan",170,6,6,159,500,FALSE,500
363,"Cooking Essentials","MTR Instant Gulab Jamun Mix",195,9,6,176,500,FALSE,500
364,"Cooking Essentials","Maggi Magic Cubes Extra Chicken",199,0,2,199,240,FALSE,240
365,"Cooking Essentials","On1y Mixed Herbs",99,0,6,99,14,FALSE,14
366,"Cooking Essentials","Popular Essentials Urad Gola Black (Un-Polished)",80,10,6,72,500,FALSE,500
367,"Cooking Essentials","Gits Dessert Mix China Grass Bombay Halwa",55,0,4,55,80,FALSE,80
368,"Cooking Essentials","Praakritik Organic Basmati Rice",170,0,5,170,500,FALSE,500
369,"Cooking Essentials","Ceres Foods Nalli Nihari Instant Liquid Masala",220,50,6,110,200,FALSE,200
370,"Cooking Essentials","Borges Canola Oil Pet Bottle",399,0,6,399,1000,FALSE,1
371,"Cooking Essentials","Suhana Biryani Masala",66,0,6,66,50,FALSE,50
372,"Cooking Essentials","On1y Black Salt Grinder",99,0,6,99,100,FALSE,100
373,"Cooking Essentials","Popular Essentials Nylon Til",40,2,6,39,100,FALSE,100
374,"Cooking Essentials","Pillsbury Rich Choco Oven Cake Mix - Egg Free",170,6,6,159,270,FALSE,270
375,"Cooking Essentials","Weikfield Tomato Salsa Instant Pasta",25,0,1,25,77,FALSE,77
376,"Cooking Essentials","Praakritik Organic Jowar Atta",110,6,6,103,500,FALSE,500
377,"Cooking Essentials","Sugarfree Gold Low Calorie Sweetner ",270,7,6,251,50,FALSE,50
378,"Cooking Essentials","Epicurea Thai Jasmine Rice",295,0,4,295,500,FALSE,500
379,"Cooking Essentials","Yummiez Chicken Garlic Fingers Pouch",250,0,5,250,400,FALSE,400
380,"Cooking Essentials","RRO Primio Refined Groundnut (Jar)",490,11,6,436,2000,FALSE,2
381,"Cooking Essentials","Praakritik Organic Tuvar Dal",140,0,6,140,500,FALSE,500
382,"Cooking Essentials","Sugarfree Gold Low Calorie Sweetner",185,5,3,175,300,FALSE,300
383,"Cooking Essentials","Cantina Beans Mexican Beans",250,14,6,213,410,FALSE,410
384,"Cooking Essentials","Pillsbury Oven Cake Mix - Vanilla",175,10,6,156,225,FALSE,225
385,"Cooking Essentials","Hershey's Chocolate Milk Booster",200,0,6,200,450,FALSE,450
386,"Cooking Essentials","Popular Essentials Byadagi Chilli Stemless",80,0,6,80,100,FALSE,100
387,"Cooking Essentials","Suhana Spice Mix - Chicken Biryani",66,0,6,66,50,FALSE,50
388,"Cooking Essentials","Praakritik Organic Yellow Moon Dal",135,0,6,135,500,FALSE,500
389,"Cooking Essentials","Maggi Magic Cubes Extra Chicken",199,10,6,179,240,FALSE,240
390,"Cooking Essentials","Dhara Filtered Groundnut Oil (Jar)",1050,0,2,1050,5000,FALSE,5
391,"Cooking Essentials","24 Mantra Sona Masuri Brown Rice",475,10,6,423,5000,FALSE,5
392,"Cooking Essentials","24 Mantra Organic Pancharatna Dal - Split",130,7,6,120,500,FALSE,500
393,"Cooking Essentials","24 Mantra Organic Cumin Powder",70,0,6,70,100,FALSE,100
394,"Cooking Essentials","Popular Essentials Samba Broken Wheat",100,11,6,89,500,FALSE,500
395,"Cooking Essentials","Betty Crocker Chocolate Fudge Cake Mix",295,0,6,295,475,FALSE,475
396,"Cooking Essentials","Borges Extra Light Olive Oil Bottle ",2600,46,6,1399,2000,FALSE,2
397,"Cooking Essentials","Flying Bird Premium Orange Artificial Food Essence",60,0,6,60,20,FALSE,20
398,"Cooking Essentials","Popular Essentials Red Cherry/Gundu Chilli",95,0,6,95,100,FALSE,100
399,"Cooking Essentials","Super Saver Kolam Rice Sortex Clean ",700,10,3,630,5000,FALSE,5
400,"Cooking Essentials","Flying Bird Food Essence - Kewra",50,0,6,50,20,FALSE,20
401,"Cooking Essentials","MTR Vada Breakfast",200,0,1,200,500,FALSE,500
402,"Cooking Essentials","On1y Pasta Seasoning",99,0,6,99,30,FALSE,30
403,"Cooking Essentials","Praakritik Organic Indrayani Rice",70,0,6,70,500,FALSE,500
404,"Cooking Essentials","On1y Pizza Seasoning",99,0,6,99,28,FALSE,28
405,"Cooking Essentials","Kitchens of India Mutter Paneer Mix",120,30,4,84,285,FALSE,285
406,"Cooking Essentials","Aashirvaad Svasti Cow Ghee Tetra Pack",295,0,6,295,500,FALSE,500
407,"Cooking Essentials","Weikfield Cooker Cake Mix - Vanilla",95,0,6,95,150,FALSE,150
408,"Cooking Essentials","Praakritik Organic Kapli Wheat Atta",165,10,6,147,1000,FALSE,1
409,"Cooking Essentials","Epicurea Sushi Rice",295,0,6,295,500,FALSE,500
410,"Cooking Essentials","Sugarfree Natural Green Stevia Leaves Zero Calorie",75,0,2,75,100,FALSE,100
411,"Cooking Essentials","Smith & Jones Italian Spices Masala Mix",99,0,6,99,75,FALSE,75
412,"Cooking Essentials","Satyam Nighties Spices  Chilli Bore",89,10,6,80,100,FALSE,100
413,"Cooking Essentials","Weikfield Veg Jelly Crystals - Orange",45,2,6,44,90,FALSE,90
414,"Cooking Essentials","Praakritik Organic Jumbo Rolled Oats",190,11,6,169,500,FALSE,500
415,"Cooking Essentials","On1y Sea Salt Grinder",89,0,6,89,100,FALSE,100
416,"Cooking Essentials","Delight Nuts Berries Mix ",399,20,6,319,200,FALSE,200
417,"Cooking Essentials","Everest Kesari Milk Masala",205,0,6,205,50,FALSE,20
418,"Cooking Essentials","Praakritik Organic Ginger Powder",139,10,6,125,100,FALSE,100
419,"Cooking Essentials","Suhana Mutton Gravy Mix",45,0,4,45,80,FALSE,80
420,"Cooking Essentials","On1y Salad Seasoning Grinder",139,0,6,139,45,FALSE,45
421,"Cooking Essentials","Fortune Sunlite Refined Sunflower (Jar)",925,0,6,925,5000,FALSE,5
422,"Cooking Essentials","Fortune Rice Bran (Pouch)",225,11,6,199,1000,FALSE,1
423,"Cooking Essentials","Saffola Active Oil",210,0,6,210,1000,FALSE,1
424,"Cooking Essentials","Amul Pure Ghee (Pouch)",505,1,2,499,1000,FALSE,1
425,"Cooking Essentials","Aashirvaad Atta",460,13,6,399,10000,FALSE,10
426,"Cooking Essentials","Popular Essentials Toor Dal (Un-Polished)",160,6,4,149,1000,FALSE,1
427,"Cooking Essentials","Amul Ghee (Tin)",520,2,6,509,1000,FALSE,1
428,"Cooking Essentials","Amul Fresh Cream",197,3,3,191,1000,FALSE,1
429,"Cooking Essentials","Popular Essentials Pure Jaggery",50,2,6,49,450,FALSE,450
430,"Cooking Essentials","Aashirvaad Multigrain Atta",64,3,2,62,1000,FALSE,1
431,"Cooking Essentials","Fortune Soyabean Oil",1005,0,6,999,5000,FALSE,5
432,"Cooking Essentials","Popular Essentials Sunflower Seeds",25,0,6,25,50,FALSE,50
433,"Cooking Essentials","Tata Sampann kabuli chana",185,1,4,183,1000,FALSE,500
434,"Cooking Essentials","Dhara Groundnut Oil (Pouch)",230,11,6,203,1000,FALSE,1
435,"Cooking Essentials","Dhara Health Refined Sun Flower Oil Jar",1200,18,6,984,5000,FALSE,5
436,"Cooking Essentials","24 Mantra Organic Jaggery Powder",80,15,6,68,500,FALSE,500
437,"Cooking Essentials","Tata Sampann High Protien Kabuli Chana",94,0,1,94,500,FALSE,500
438,"Cooking Essentials","Dhara Kachi Ghani Mustard Oil Jar",1250,8,6,1143,5000,FALSE,5
439,"Cooking Essentials","D'lecta Dairy Cream",54,5,6,51,200,FALSE,200
440,"Cooking Essentials","Ching's Secret Instant Hot Garlic Noodles",15,0,3,15,60,FALSE,60
441,"Cooking Essentials","Dabur Ginger Garlic Paste",25,8,3,23,100,FALSE,100
442,"Cooking Essentials","Ching's Secret Instant Schezwan Noodles",15,0,6,15,60,FALSE,60
443,"Cooking Essentials","Gowardhan Ghee/Tuppa Jar",315,1,6,309,500,FALSE,500
444,"Cooking Essentials","Tata Sampann Unpolished Moong Dal ",92,4,4,88,500,FALSE,500
445,"Cooking Essentials","Aashirvaad Select Atta",64,0,6,64,1000,FALSE,1
446,"Cooking Essentials","Popular Essentials Misri Dana (Diamond Sugar) ",15,0,4,15,100,FALSE,100
447,"Cooking Essentials","Gowardhan Ghee Jar",598,3,6,579,1000,FALSE,1
448,"Cooking Essentials","Top Ramen  Noodles Curry Veg Pouch",20,0,1,20,70,FALSE,70
449,"Cooking Essentials","Popular Essentials Refined Sugar",60,0,6,60,1000,FALSE,1
450,"Cooking Essentials","Fortune Kachi Ghani Mustard Oil Bottle",216,7,6,199,1000,FALSE,1
451,"Cooking Essentials","Saffola Veggie Twist Masala Oats",15,0,6,15,38,FALSE,38
452,"Cooking Essentials","Satyam Puffed Rice Kurmura (R)",23,0,6,23,200,FALSE,200
453,"Cooking Essentials","Quaker Oats",79,0,2,79,400,FALSE,400
454,"Cooking Essentials","Aashirvaad Select Sharbati Atta",315,10,6,283,5000,FALSE,5
455,"Cooking Essentials","Popular Essentials Refined Sugar",295,10,6,265,5000,FALSE,5
456,"Cooking Essentials","Gowardhan Cow Ghee Pouch",579,10,6,521,1000,FALSE,1
457,"Cooking Essentials","Dhara Nourish Refined Sunflower Oil Pouch",210,5,6,199,1000,FALSE,1
458,"Cooking Essentials","Parachute Oil ",40,7,3,37,100,FALSE,100
459,"Cooking Essentials","Popular Essentials Plain Puffed Rice (Murmura/Muri)",18,0,6,18,100,FALSE,100
460,"Cooking Essentials","Amul Mithai Mate Condensed Sweetened Milk",56,3,4,54,200,FALSE,200
461,"Cooking Essentials","Saffola Gold (Jar)",1240,0,6,1240,5000,FALSE,5
462,"Cooking Essentials","McCain New Mini Samosa with Cheese Pizza Style Filling",120,1,3,118,240,FALSE,240
463,"Cooking Essentials","Fortune Rice Bran Health Oil (Jar)",1050,1,6,1039,5000,FALSE,5
464,"Cooking Essentials","Arden Desi Eggs",110,13,4,95,348,FALSE,6
465,"Cooking Essentials","Fortune Rozana Basmati Rice",585,21,6,462,5000,FALSE,5
466,"Cooking Essentials","Fortune Biriyani Special Basmati Rice",175,0,5,175,1000,FALSE,1
467,"Cooking Essentials","Everest Garam Masala",78,7,5,72,100,FALSE,100
468,"Cooking Essentials","Popular Essentials Pumpkin Seeds",90,16,6,75,100,FALSE,100
469,"Cooking Essentials","Fortune Soya Health Refined Soybean Oil",210,1,2,206,1000,FALSE,1
470,"Cooking Essentials","Gowardhan Pure Ghee Pouch",295,4,6,281,500,FALSE,500
471,"Cooking Essentials","Popular Essentials Jeera/Cumin Seeds",40,5,3,38,100,FALSE,100
472,"Cooking Essentials","Weikfield Baking Soda",30,3,6,29,100,FALSE,100
473,"Cooking Essentials","Everest Pav Bhaji Masala",37,10,4,33,50,FALSE,50
474,"Cooking Essentials","Tata Sampann Unpolished Chana Dal",95,6,2,89,1000,FALSE,500
475,"Cooking Essentials","Amul Mithai Mate EOE Tin",112,2,6,109,400,FALSE,400
476,"Cooking Essentials","Pillsbury Chakki Fresh Atta",450,16,6,375,10000,FALSE,10
477,"Cooking Essentials","Everest Chicken Masala",39,2,1,38,50,FALSE,50
478,"Cooking Essentials","Dhara Life Refined Ricebran Oil (Pouch)",205,7,6,190,1000,FALSE,1
479,"Cooking Essentials","Borges Extra Virgin Olive Oil",400,25,1,299,250,FALSE,250
480,"Cooking Essentials","Everest Shahi Biryani Masala",70,14,6,60,50,FALSE,50
481,"Cooking Essentials","Popular Essentials Californian Almond",350,28,6,251,250,FALSE,250
482,"Cooking Essentials","Popular Essentials Ajwain Whole",25,0,4,25,50,FALSE,50
483,"Cooking Essentials","Everest Tikhalal Chilli Powder",235,9,6,212,500,FALSE,500
484,"Cooking Essentials","Popular Essentials Kabuli Chana Regular",85,9,6,77,500,FALSE,500
485,"Cooking Essentials","Pillsbury Chakki Fresh Atta",52,0,4,52,1000,FALSE,1
486,"Cooking Essentials","Popular Essentials Saunf/Fennel Seeds",45,2,6,44,100,FALSE,100
487,"Cooking Essentials","Popular Essentials Bansi Sooji",35,2,3,34,500,FALSE,500
488,"Cooking Essentials","Happilo Premium International Queen Kalmi Dates",245,29,6,172,200,FALSE,200
489,"Cooking Essentials","Tata Sampann Unpolished Urad Whole",101,6,4,94,500,FALSE,500
490,"Cooking Essentials","Popular Essentials Cashew Split",325,12,6,283,250,FALSE,250
491,"Cooking Essentials","Popular Essentials Chana Dal (Un-Polished)",60,10,6,54,500,FALSE,500
492,"Cooking Essentials","Tata Sampann Unpolished Rajma (Chitra)",134,6,6,125,500,FALSE,500
493,"Cooking Essentials","Everest Garam Masala",42,2,2,41,50,FALSE,50
494,"Cooking Essentials","Everest Kitchen King Masala",70,14,2,60,100,FALSE,100
495,"Cooking Essentials","24 Mantra Organic Cumin",70,7,2,65,100,FALSE,100
496,"Cooking Essentials","Nestle Milkmaid",132,3,6,128,400,FALSE,400
497,"Cooking Essentials","Popular Essentials Sona Masouri Steam Rice",65,9,6,59,1000,FALSE,1
498,"Cooking Essentials","24 Mantra Organic Tur Dal",260,20,6,208,1000,FALSE,1
499,"Cooking Essentials","Gits Gulab Jamun Instant Dessert Mix",99,10,6,89,200,FALSE,200
500,"Cooking Essentials","Popular Essentials Black Masoor Whole (Un-Polished)",65,10,3,58,500,FALSE,500
501,"Cooking Essentials","24 Mantra Organic Peanuts",135,7,1,125,500,FALSE,500
502,"Cooking Essentials","Everest Hingraj Powder",90,10,2,81,50,FALSE,50
503,"Cooking Essentials","Everest Black Pepper Powder",135,14,6,115,100,FALSE,100
504,"Cooking Essentials","Tata Sampann Masoor Dal Stand",150,10,4,134,1000,FALSE,1
505,"Cooking Essentials","24 Mantra Organic Besan",95,7,5,88,500,FALSE,500
506,"Cooking Essentials","Quaker Oats",199,7,6,184,1000,FALSE,1
507,"Cooking Essentials","Saffola Gold Refined Cooking Oil (Jar)",485,7,6,449,2000,FALSE,2
508,"Cooking Essentials","Nestle Everyday Dairy Whitener",210,0,4,210,400,FALSE,400
509,"Cooking Essentials","24 Mantra Organic Red Poha",75,8,1,69,500,FALSE,500
510,"Cooking Essentials","Everest Powder - Tea Masala",98,9,5,89,100,FALSE,100
511,"Cooking Essentials","Tata Sampann Urad Dal Split",94,4,6,90,500,FALSE,500
512,"Cooking Essentials","Popular Essentials Idli Sooji ",30,6,6,28,500,FALSE,500
513,"Cooking Essentials","Popular Essentials Dessicated Coconut",95,9,6,86,200,FALSE,200
514,"Cooking Essentials","Sunfeast Yippee! Mood Masala Noodles",60,28,3,43,260,FALSE,260
515,"Cooking Essentials","Chef's Basket Durum Wheat Elbow Pasta",160,50,6,80,500,FALSE,500
516,"Cooking Essentials","MTR Breakfast Khatta Meetha Poha Mix",25,20,6,20,60,FALSE,60
517,"Cooking Essentials","Satyam Khobra",113,10,5,101,200,FALSE,200
518,"Cooking Essentials","Betty Crocker Complete Pancake Mix Original",110,4,6,105,250,FALSE,500
519,"Cooking Essentials","Borges Durum Wheat Fusilli Pasta ",250,0,3,250,500,FALSE,500
520,"Cooking Essentials","24 Mantra Organic Green Moong Dal - Split",135,0,2,135,500,FALSE,500
521,"Cooking Essentials","Weikfield Vanilla Flavoured Custard Powder",37,0,6,37,100,FALSE,100
522,"Cooking Essentials","Tata Sampann Moong Dal Split",180,1,5,178,1000,FALSE,200
523,"Cooking Essentials","Tata Sampann Kala Chana",64,0,5,64,500,FALSE,500
524,"Cooking Essentials","Saffola Soya Chunks Mealmaker",50,0,2,50,200,FALSE,200
525,"Cooking Essentials","24 Mantra Bura Sugar (Demerara)",80,10,6,72,500,FALSE,500
526,"Cooking Essentials","Popular Essentials Green Cardamom (Elaichi)",200,1,6,198,50,FALSE,50
527,"Cooking Essentials","Hershey's Syrup Delicious Strawberry",95,0,1,95,200,FALSE,200
528,"Cooking Essentials","Popular Essentials Anjeer",190,11,4,169,100,FALSE,100
529,"Cooking Essentials","Popular Essentials Mustard Seeds Rai Small",20,0,2,20,100,FALSE,100
530,"Cooking Essentials","Weikfield Baking Powder",33,3,6,32,100,FALSE,100
531,"Cooking Essentials","Dabur Honey Squeezy",185,9,6,167,225,FALSE,225
532,"Cooking Essentials","Tata Sampann High Protein Kali Urad",91,14,6,78,500,FALSE,500
533,"Cooking Essentials","Everest Kitchen King Masala",37,2,6,36,50,FALSE,50
534,"Cooking Essentials","Chef's Basket Durum Wheat Fusilli Pasta",160,50,6,80,500,FALSE,500
535,"Cooking Essentials","TilSona Til Oil",180,10,2,162,500,FALSE,500
536,"Cooking Essentials","Top Ramen Chicken Noodles",60,10,1,54,280,FALSE,280
537,"Cooking Essentials","Everest Chaat Masala",35,2,1,34,50,FALSE,50
538,"Cooking Essentials","Keya Wonder Red Hot Chilli Flakes",89,10,2,80,40,FALSE,40
539,"Cooking Essentials","Popular Essentials White Peas (Un-Polished)",80,10,5,72,500,FALSE,500
540,"Cooking Essentials","Chingâ€™s Secret Chowmein Hakka Noodles Masala ",44,0,2,44,60,FALSE,60
541,Munchies,"Gowardhan Cow Ghee Pouch",579,10,6,521,1000,FALSE,1
542,Munchies,"Dhara Nourish Refined Sunflower Oil Pouch",210,5,6,199,1000,FALSE,1
543,Munchies,"Parachute Oil ",40,7,3,37,100,FALSE,100
544,Munchies,"Popular Essentials Plain Puffed Rice (Murmura/Muri)",18,0,6,18,100,FALSE,100
545,Munchies,"Amul Mithai Mate Condensed Sweetened Milk",56,3,4,54,200,FALSE,200
546,Munchies,"Saffola Gold (Jar)",1240,0,6,1240,5000,FALSE,5
547,Munchies,"McCain New Mini Samosa with Cheese Pizza Style Filling",120,1,3,118,240,FALSE,240
548,Munchies,"Fortune Rice Bran Health Oil (Jar)",1050,1,6,1039,5000,FALSE,5
549,Munchies,"Arden Desi Eggs",110,13,4,95,348,FALSE,6
550,Munchies,"Fortune Rozana Basmati Rice",585,21,6,462,5000,FALSE,5
551,Munchies,"Fortune Biriyani Special Basmati Rice",175,0,5,175,1000,FALSE,1
552,Munchies,"Everest Garam Masala",78,7,5,72,100,FALSE,100
553,Munchies,"Popular Essentials Pumpkin Seeds",90,16,6,75,100,FALSE,100
554,Munchies,"Fortune Soya Health Refined Soybean Oil",210,1,2,206,1000,FALSE,1
555,Munchies,"Gowardhan Pure Ghee Pouch",295,4,6,281,500,FALSE,500
556,Munchies,"Popular Essentials Jeera/Cumin Seeds",40,5,3,38,100,FALSE,100
557,Munchies,"Weikfield Baking Soda",30,3,6,29,100,FALSE,100
558,Munchies,"Everest Pav Bhaji Masala",37,10,4,33,50,FALSE,50
559,Munchies,"Tata Sampann Unpolished Chana Dal",95,6,2,89,1000,FALSE,500
560,Munchies,"Amul Mithai Mate EOE Tin",112,2,6,109,400,FALSE,400
561,Munchies,"Pillsbury Chakki Fresh Atta",450,16,6,375,10000,FALSE,10
562,Munchies,"Everest Chicken Masala",39,2,1,38,50,FALSE,50
563,Munchies,"Dhara Life Refined Ricebran Oil (Pouch)",205,7,6,190,1000,FALSE,1
564,Munchies,"Borges Extra Virgin Olive Oil",400,25,1,299,250,FALSE,250
565,Munchies,"Everest Shahi Biryani Masala",70,14,6,60,50,FALSE,50
566,Munchies,"Popular Essentials Californian Almond",350,28,6,251,250,FALSE,250
567,Munchies,"Popular Essentials Ajwain Whole",25,0,4,25,50,FALSE,50
568,Munchies,"Everest Tikhalal Chilli Powder",235,9,6,212,500,FALSE,500
569,Munchies,"Popular Essentials Kabuli Chana Regular",85,9,6,77,500,FALSE,500
570,Munchies,"Pillsbury Chakki Fresh Atta",52,0,4,52,1000,FALSE,1
571,Munchies,"Popular Essentials Saunf/Fennel Seeds",45,2,6,44,100,FALSE,100
572,Munchies,"Popular Essentials Bansi Sooji",35,2,3,34,500,FALSE,500
573,Munchies,"Happilo Premium International Queen Kalmi Dates",245,29,6,172,200,FALSE,200
574,Munchies,"Tata Sampann Unpolished Urad Whole",101,6,4,94,500,FALSE,500
575,Munchies,"Popular Essentials Cashew Split",325,12,6,283,250,FALSE,250
576,Munchies,"Popular Essentials Chana Dal (Un-Polished)",60,10,6,54,500,FALSE,500
577,Munchies,"Tata Sampann Unpolished Rajma (Chitra)",134,6,6,125,500,FALSE,500
578,Munchies,"Everest Garam Masala",42,2,2,41,50,FALSE,50
579,Munchies,"Everest Kitchen King Masala",70,14,2,60,100,FALSE,100
580,Munchies,"24 Mantra Organic Cumin",70,7,2,65,100,FALSE,100
581,Munchies,"Nestle Milkmaid",132,3,6,128,400,FALSE,400
582,Munchies,"Popular Essentials Sona Masouri Steam Rice",65,9,6,59,1000,FALSE,1
583,Munchies,"24 Mantra Organic Tur Dal",260,20,6,208,1000,FALSE,1
584,Munchies,"Gits Gulab Jamun Instant Dessert Mix",99,10,6,89,200,FALSE,200
585,Munchies,"Popular Essentials Black Masoor Whole (Un-Polished)",65,10,3,58,500,FALSE,500
586,Munchies,"24 Mantra Organic Peanuts",135,7,1,125,500,FALSE,500
587,Munchies,"Everest Hingraj Powder",90,10,2,81,50,FALSE,50
588,Munchies,"Everest Black Pepper Powder",135,14,6,115,100,FALSE,100
589,Munchies,"Tata Sampann Masoor Dal Stand",150,10,4,134,1000,FALSE,1
590,Munchies,"24 Mantra Organic Besan",95,7,5,88,500,FALSE,500
591,Munchies,"Quaker Oats",199,7,6,184,1000,FALSE,1
592,Munchies,"Saffola Gold Refined Cooking Oil (Jar)",485,7,6,449,2000,FALSE,2
593,Munchies,"Nestle Everyday Dairy Whitener",210,0,4,210,400,FALSE,400
594,Munchies,"24 Mantra Organic Red Poha",75,8,1,69,500,FALSE,500
595,Munchies,"Everest Powder - Tea Masala",98,9,5,89,100,FALSE,100
596,Munchies,"Tata Sampann Urad Dal Split",94,4,6,90,500,FALSE,500
597,Munchies,"Popular Essentials Idli Sooji ",30,6,6,28,500,FALSE,500
598,Munchies,"Popular Essentials Dessicated Coconut",95,9,6,86,200,FALSE,200
599,Munchies,"Sunfeast Yippee! Mood Masala Noodles",60,28,3,43,260,FALSE,260
600,Munchies,"Chef's Basket Durum Wheat Elbow Pasta",160,50,6,80,500,FALSE,500
601,Munchies,"MTR Breakfast Khatta Meetha Poha Mix",25,20,6,20,60,FALSE,60
602,Munchies,"Satyam Khobra",113,10,5,101,200,FALSE,200
603,Munchies,"Betty Crocker Complete Pancake Mix Original",110,4,6,105,250,FALSE,500
604,Munchies,"Borges Durum Wheat Fusilli Pasta ",250,0,3,250,500,FALSE,500
605,Munchies,"24 Mantra Organic Green Moong Dal - Split",135,0,2,135,500,FALSE,500
606,Munchies,"Weikfield Vanilla Flavoured Custard Powder",37,0,6,37,100,FALSE,100
607,Munchies,"Tata Sampann Moong Dal Split",180,1,5,178,1000,FALSE,200
608,Munchies,"Tata Sampann Kala Chana",64,0,5,64,500,FALSE,500
609,Munchies,"Saffola Soya Chunks Mealmaker",50,0,2,50,200,FALSE,200
610,Munchies,"24 Mantra Bura Sugar (Demerara)",80,10,6,72,500,FALSE,500
611,Munchies,"Popular Essentials Green Cardamom (Elaichi)",200,1,6,198,50,FALSE,50
612,Munchies,"Hershey's Syrup Delicious Strawberry",95,0,1,95,200,FALSE,200
613,Munchies,"Popular Essentials Anjeer",190,11,4,169,100,FALSE,100
614,Munchies,"Popular Essentials Mustard Seeds Rai Small",20,0,2,20,100,FALSE,100
